PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
131109,7065,outstanding a director Bruce McCulloch,4,outstanding as director Bruce McCulloch,2,2,1.4615384615384615,131109,"['bruce', 'director', 'mcculloch', 'outstanding']"
154562,8450,almost never fails him,3,almost never fails him,2,1,1.4615384615384615,154562,"['almost', 'fails', 'him', 'never']"
127855,6877,", we are forced to reflect that it visual imagination is breathtaking",4,", we are forced to reflect that its visual imagination is breathtaking",1,3,1.4615384615384615,127855,"['are', 'breathtaking', 'forced', 'forced to', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'to', 'visual', 'we', 'we are']"
127854,6877,when it drag,1,when it drags,2,1,1.4615384615384615,127854,"['drag', 'it', 'when', 'when it']"
127857,6877,are forced to reflect that it visual imagination is breathtaking,4,are forced to reflect that its visual imagination is breathtaking,1,3,1.4615384615384615,127857,"['are', 'breathtaking', 'forced', 'forced to', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'to', 'visual']"
127853,6877,Even when it drag,2,Even when it drags,2,0,1.4615384615384615,127853,"['drag', 'even', 'even when', 'it', 'when', 'when it']"
154559,8450,This method almost never fails him,3,This method almost never fails him,1,2,1.4615384615384615,154559,"['almost', 'fails', 'him', 'never', 'this']"
154560,8450,This method,2,This method,2,0,1.4615384615384615,154560,['this']
154561,8450,method,2,method,2,0,1.4615384615384615,154561,[]
131110,7065,outstanding a director,4,outstanding as director,2,2,1.4615384615384615,131110,"['director', 'outstanding']"
127856,6877,we are forced to reflect that it visual imagination is breathtaking,3,we are forced to reflect that its visual imagination is breathtaking,1,2,1.4615384615384615,127856,"['are', 'breathtaking', 'forced', 'forced to', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'to', 'visual', 'we', 'we are']"
154565,8450,it work superbly here,4,it works superbly here,2,2,1.4615384615384615,154565,"['here', 'it', 'it work', 'work']"
127860,6877,reflect that it visual imagination is breathtaking,3,reflect that its visual imagination is breathtaking,4,1,1.4615384615384615,127860,"['breathtaking', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'visual']"
154563,8450,never fails him,3,never fails him,2,1,1.4615384615384615,154563,"['fails', 'him', 'never']"
154564,8450,fails him,0,fails him,2,2,1.4615384615384615,154564,"['fails', 'him']"
131111,7065,a director,2,as director,2,0,1.4615384615384615,131111,['director']
131112,7065,Bruce McCulloch,2,Bruce McCulloch,2,0,1.4615384615384615,131112,"['bruce', 'mcculloch']"
154567,8450,work superbly,4,works superbly,2,2,1.4615384615384615,154567,['work']
127861,6877,that it visual imagination is breathtaking,4,that its visual imagination is breathtaking,4,0,1.4615384615384615,127861,"['breathtaking', 'imagination', 'is', 'it', 'it visual', 'that', 'that it', 'visual']"
154566,8450,work superbly here,4,works superbly here,2,2,1.4615384615384615,154566,"['here', 'work']"
59515,3001,that only ever walked the delicate tightrope between farcical and loathsome,1,that only ever walked the delicate tightrope between farcical and loathsome,3,2,1.45,59515,"['and', 'between', 'delicate', 'ever', 'farcical', 'only', 'that', 'that only', 'the', 'the delicate', 'walked']"
59508,3001,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,0,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,3,3,1.45,59508,"['adaptation', 'adaptation of', 'and', 'between', 'delicate', 'ever', 'farcical', 'of', 'only', 'play', 'terrible', 'that', 'that only', 'the', 'the delicate', 'walked']"
59509,3001,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome,0,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome,3,3,1.45,59509,"['adaptation', 'adaptation of', 'and', 'between', 'delicate', 'ever', 'farcical', 'of', 'only', 'play', 'terrible', 'that', 'that only', 'the', 'the delicate', 'walked']"
59514,3001,a play,2,a play,2,0,1.45,59514,['play']
59513,3001,a play that only ever walked the delicate tightrope between farcical and loathsome,0,a play that only ever walked the delicate tightrope between farcical and loathsome,3,3,1.45,59513,"['and', 'between', 'delicate', 'ever', 'farcical', 'only', 'play', 'that', 'that only', 'the', 'the delicate', 'walked']"
59512,3001,of a play that only ever walked the delicate tightrope between farcical and loathsome,1,of a play that only ever walked the delicate tightrope between farcical and loathsome,3,2,1.45,59512,"['and', 'between', 'delicate', 'ever', 'farcical', 'of', 'only', 'play', 'that', 'that only', 'the', 'the delicate', 'walked']"
59511,3001,terrible adaptation,0,terrible adaptation,2,2,1.45,59511,"['adaptation', 'terrible']"
59510,3001,a terrible adaptation,0,a terrible adaptation,2,2,1.45,59510,"['adaptation', 'terrible']"
59516,3001,only ever walked the delicate tightrope between farcical and loathsome,2,only ever walked the delicate tightrope between farcical and loathsome,3,1,1.45,59516,"['and', 'between', 'delicate', 'ever', 'farcical', 'only', 'the', 'the delicate', 'walked']"
59517,3001,ever walked the delicate tightrope between farcical and loathsome,2,ever walked the delicate tightrope between farcical and loathsome,3,1,1.45,59517,"['and', 'between', 'delicate', 'ever', 'farcical', 'the', 'the delicate', 'walked']"
59519,3001,the delicate tightrope between farcical and loathsome,1,the delicate tightrope between farcical and loathsome,3,2,1.45,59519,"['and', 'between', 'delicate', 'farcical', 'the', 'the delicate']"
59520,3001,the delicate tightrope,2,the delicate tightrope,3,1,1.45,59520,"['delicate', 'the', 'the delicate']"
59527,3001,loathsome,1,loathsome,2,1,1.45,59527,[]
59526,3001,farcical,2,farcical,2,0,1.45,59526,['farcical']
59525,3001,farcical and,2,farcical and,2,0,1.45,59525,"['and', 'farcical']"
59524,3001,farcical and loathsome,0,farcical and loathsome,2,2,1.45,59524,"['and', 'farcical']"
59523,3001,between farcical and loathsome,0,between farcical and loathsome,2,2,1.45,59523,"['and', 'between', 'farcical']"
59522,3001,tightrope,2,tightrope,2,0,1.45,59522,[]
59521,3001,delicate tightrope,2,delicate tightrope,2,0,1.45,59521,['delicate']
59518,3001,walked the delicate tightrope between farcical and loathsome,1,walked the delicate tightrope between farcical and loathsome,3,2,1.45,59518,"['and', 'between', 'delicate', 'farcical', 'the', 'the delicate', 'walked']"
46101,2241,'s nothing interesting in Unfaithful whatsoever .,0,'s nothing interesting in Unfaithful whatsoever .,3,3,1.4444444444444444,46101,"['in', 'interesting', 'nothing', 'unfaithful']"
76315,3919,even le,2,even less,2,0,1.4444444444444444,76315,"['even', 'le']"
76313,3919,very few,2,very few,2,0,1.4444444444444444,76313,"['few', 'very']"
76312,3919,very few laugh,2,very few laughs,3,1,1.4444444444444444,76312,"['few', 'few laugh', 'laugh', 'very']"
76310,3919,very few laugh and even le surprise,0,very few laughs and even less surprises,3,3,1.4444444444444444,76310,"['and', 'and even', 'even', 'few', 'few laugh', 'laugh', 'laugh and', 'le', 'surprise', 'very']"
76311,3919,very few laugh and,2,very few laughs and,2,0,1.4444444444444444,76311,"['and', 'few', 'few laugh', 'laugh', 'laugh and', 'very']"
76309,3919,contains very few laugh and even le surprise,0,contains very few laughs and even less surprises,3,3,1.4444444444444444,76309,"['and', 'and even', 'contains', 'even', 'few', 'few laugh', 'laugh', 'laugh and', 'le', 'surprise', 'very']"
76308,3919,contains very few laugh and even le surprise .,0,contains very few laughs and even less surprises .,3,3,1.4444444444444444,76308,"['and', 'and even', 'contains', 'even', 'few', 'few laugh', 'laugh', 'laugh and', 'le', 'surprise', 'very']"
76307,3919,... contains very few laugh and even le surprise .,1,... contains very few laughs and even less surprises .,3,2,1.4444444444444444,76307,"['and', 'and even', 'contains', 'even', 'few', 'few laugh', 'laugh', 'laugh and', 'le', 'surprise', 'very']"
46108,2241,whatsoever,2,whatsoever,2,0,1.4444444444444444,46108,[]
46107,2241,Unfaithful,2,Unfaithful,2,0,1.4444444444444444,46107,['unfaithful']
46106,2241,in Unfaithful,2,in Unfaithful,2,0,1.4444444444444444,46106,"['in', 'unfaithful']"
46105,2241,interesting in Unfaithful,3,interesting in Unfaithful,3,0,1.4444444444444444,46105,"['in', 'interesting', 'unfaithful']"
46104,2241,nothing interesting in Unfaithful,1,nothing interesting in Unfaithful,3,2,1.4444444444444444,46104,"['in', 'interesting', 'nothing', 'unfaithful']"
46103,2241,'s nothing interesting in Unfaithful,1,'s nothing interesting in Unfaithful,3,2,1.4444444444444444,46103,"['in', 'interesting', 'nothing', 'unfaithful']"
46102,2241,'s nothing interesting in Unfaithful whatsoever,0,'s nothing interesting in Unfaithful whatsoever,3,3,1.4444444444444444,46102,"['in', 'interesting', 'nothing', 'unfaithful']"
76314,3919,even le surprise,1,even less surprises,2,1,1.4444444444444444,76314,"['even', 'le', 'surprise']"
71548,3650,share no chemistry or engaging charisma,0,share no chemistry or engaging charisma,3,3,1.4444444444444444,71548,"['charisma', 'chemistry', 'engaging', 'no', 'or', 'share']"
38783,1849,intended for adult,2,intended for adults,2,0,1.4444444444444444,38783,"['adult', 'for', 'for adult', 'intended']"
38767,1849,go by quickly,3,goes by quickly,2,1,1.4444444444444444,38767,"['by', 'go', 'quickly']"
38762,1849,"find that it go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult",4,"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.4444444444444444,38762,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'find', 'find that', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it go', 'it ha', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'that', 'that it', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38763,1849,"that it go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult",4,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.4444444444444444,38763,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it go', 'it ha', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'that', 'that it', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38784,1849,for adult,2,for adults,2,0,1.4444444444444444,38784,"['adult', 'for', 'for adult']"
38776,1849,of the funniest joke of any movie,4,of the funniest jokes of any movie,2,2,1.4444444444444444,38776,"['any', 'any movie', 'funniest', 'joke', 'movie', 'of', 'of any', 'of the', 'the', 'the funniest']"
38782,1849,those intended for adult,2,those intended for adults,2,0,1.4444444444444444,38782,"['adult', 'for', 'for adult', 'intended', 'those']"
38781,1849,including those intended for adult,2,including those intended for adults,2,0,1.4444444444444444,38781,"['adult', 'for', 'for adult', 'including', 'intended', 'those']"
38780,1849,of any movie,2,of any movie,2,0,1.4444444444444444,38780,"['any', 'any movie', 'movie', 'of', 'of any']"
38764,1849,"it go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult",3,"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.4444444444444444,38764,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it go', 'it ha', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38765,1849,"go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult",4,"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.4444444444444444,38765,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it ha', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38766,1849,"go by quickly ,",2,"goes by quickly ,",2,0,1.4444444444444444,38766,"['by', 'go', 'quickly']"
38768,1849,by quickly,2,by quickly,2,0,1.4444444444444444,38768,"['by', 'quickly']"
38760,1849,"may even find that it go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult",3,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.4444444444444444,38760,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'even', 'find', 'find that', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it go', 'it ha', 'joke', 'may', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'that', 'that it', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38779,1849,funniest joke,3,funniest jokes,2,1,1.4444444444444444,38779,"['funniest', 'joke']"
46100,2241,There 's nothing interesting in Unfaithful whatsoever .,0,There 's nothing interesting in Unfaithful whatsoever .,3,3,1.4444444444444444,46100,"['in', 'interesting', 'nothing', 'there', 'there nothing', 'unfaithful']"
38769,1849,"because it ha some of the funniest joke of any movie this year , including those intended for adult",4,"because it has some of the funniest jokes of any movie this year , including those intended for adults",2,2,1.4444444444444444,38769,"['adult', 'any', 'any movie', 'because', 'because it', 'for', 'for adult', 'funniest', 'ha', 'ha some', 'including', 'intended', 'it', 'it ha', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38770,1849,"it ha some of the funniest joke of any movie this year , including those intended for adult",4,"it has some of the funniest jokes of any movie this year , including those intended for adults",2,2,1.4444444444444444,38770,"['adult', 'any', 'any movie', 'for', 'for adult', 'funniest', 'ha', 'ha some', 'including', 'intended', 'it', 'it ha', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38771,1849,"ha some of the funniest joke of any movie this year , including those intended for adult",3,"has some of the funniest jokes of any movie this year , including those intended for adults",2,1,1.4444444444444444,38771,"['adult', 'any', 'any movie', 'for', 'for adult', 'funniest', 'ha', 'ha some', 'including', 'intended', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
38772,1849,"ha some of the funniest joke of any movie this year ,",4,"has some of the funniest jokes of any movie this year ,",2,2,1.4444444444444444,38772,"['any', 'any movie', 'funniest', 'ha', 'ha some', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'year']"
38778,1849,the funniest joke,4,the funniest jokes,3,1,1.4444444444444444,38778,"['funniest', 'joke', 'the', 'the funniest']"
38773,1849,ha some of the funniest joke of any movie this year,4,has some of the funniest jokes of any movie this year,2,2,1.4444444444444444,38773,"['any', 'any movie', 'funniest', 'ha', 'ha some', 'joke', 'movie', 'movie this', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest', 'this', 'this year', 'year']"
38774,1849,ha some of the funniest joke of any movie,4,has some of the funniest jokes of any movie,2,2,1.4444444444444444,38774,"['any', 'any movie', 'funniest', 'ha', 'ha some', 'joke', 'movie', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest']"
38777,1849,the funniest joke of any movie,4,the funniest jokes of any movie,2,2,1.4444444444444444,38777,"['any', 'any movie', 'funniest', 'joke', 'movie', 'of', 'of any', 'the', 'the funniest']"
38761,1849,may even,2,may even,2,0,1.4444444444444444,38761,"['even', 'may']"
38775,1849,some of the funniest joke of any movie,4,some of the funniest jokes of any movie,2,2,1.4444444444444444,38775,"['any', 'any movie', 'funniest', 'joke', 'movie', 'of', 'of any', 'of the', 'some', 'some of', 'the', 'the funniest']"
38759,1849,"may even find that it go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult .",4,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3,1.4444444444444444,38759,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'even', 'find', 'find that', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it go', 'it ha', 'joke', 'may', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'that', 'that it', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
71544,3650,The lead actor share no chemistry or engaging charisma .,0,The lead actors share no chemistry or engaging charisma .,3,3,1.4444444444444444,71544,"['actor', 'charisma', 'chemistry', 'engaging', 'lead', 'lead actor', 'no', 'or', 'share', 'the', 'the lead']"
71552,3650,engaging charisma,3,engaging charisma,3,0,1.4444444444444444,71552,"['charisma', 'engaging']"
71551,3650,no chemistry,1,no chemistry,2,1,1.4444444444444444,71551,"['chemistry', 'no']"
71550,3650,no chemistry or,1,no chemistry or,2,1,1.4444444444444444,71550,"['chemistry', 'no', 'or']"
38758,1849,"Parents may even find that it go by quickly , because it ha some of the funniest joke of any movie this year , including those intended for adult .",4,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3,1.4444444444444444,38758,"['adult', 'any', 'any movie', 'because', 'because it', 'by', 'even', 'find', 'find that', 'for', 'for adult', 'funniest', 'go', 'ha', 'ha some', 'including', 'intended', 'it', 'it go', 'it ha', 'joke', 'may', 'movie', 'movie this', 'of', 'of any', 'of the', 'quickly', 'some', 'some of', 'that', 'that it', 'the', 'the funniest', 'this', 'this year', 'those', 'year']"
71547,3650,share no chemistry or engaging charisma .,1,share no chemistry or engaging charisma .,3,2,1.4444444444444444,71547,"['charisma', 'chemistry', 'engaging', 'no', 'or', 'share']"
71546,3650,lead actor,2,lead actors,2,0,1.4444444444444444,71546,"['actor', 'lead', 'lead actor']"
71545,3650,The lead actor,2,The lead actors,2,0,1.4444444444444444,71545,"['actor', 'lead', 'lead actor', 'the', 'the lead']"
71549,3650,no chemistry or engaging charisma,0,no chemistry or engaging charisma,3,3,1.4444444444444444,71549,"['charisma', 'chemistry', 'engaging', 'no', 'or']"
84231,4353,come off a only occasionally satirical and never fresh .,1,comes off as only occasionally satirical and never fresh .,3,2,1.4375,84231,"['and', 'and never', 'come', 'come off', 'fresh', 'never', 'occasionally', 'off', 'only', 'satirical']"
84225,4353,trying to be daring and original,2,trying to be daring and original,3,1,1.4375,84225,"['and', 'be', 'daring', 'daring and', 'original', 'to', 'to be', 'trying', 'trying to']"
84238,4353,never fresh,0,never fresh,3,3,1.4375,84238,"['fresh', 'never']"
84237,4353,occasionally satirical,3,occasionally satirical,2,1,1.4375,84237,"['occasionally', 'satirical']"
84236,4353,only occasionally satirical,2,only occasionally satirical,2,0,1.4375,84236,"['occasionally', 'only', 'satirical']"
84235,4353,only occasionally satirical and,3,only occasionally satirical and,2,1,1.4375,84235,"['and', 'occasionally', 'only', 'satirical']"
84234,4353,only occasionally satirical and never fresh,0,only occasionally satirical and never fresh,3,3,1.4375,84234,"['and', 'and never', 'fresh', 'never', 'occasionally', 'only', 'satirical']"
84232,4353,come off a only occasionally satirical and never fresh,0,comes off as only occasionally satirical and never fresh,3,3,1.4375,84232,"['and', 'and never', 'come', 'come off', 'fresh', 'never', 'occasionally', 'off', 'only', 'satirical']"
84227,4353,be daring and original,3,be daring and original,3,0,1.4375,84227,"['and', 'be', 'daring', 'daring and', 'original']"
84226,4353,to be daring and original,3,to be daring and original,3,0,1.4375,84226,"['and', 'be', 'daring', 'daring and', 'original', 'to', 'to be']"
84228,4353,daring and original,4,daring and original,3,1,1.4375,84228,"['and', 'daring', 'daring and', 'original']"
84224,4353,In trying to be daring and original,3,In trying to be daring and original,2,1,1.4375,84224,"['and', 'be', 'daring', 'daring and', 'in', 'in trying', 'original', 'to', 'to be', 'trying', 'trying to']"
84223,4353,"In trying to be daring and original , it come off a only occasionally satirical and never fresh .",2,"In trying to be daring and original , it comes off as only occasionally satirical and never fresh .",3,1,1.4375,84223,"['and', 'and never', 'be', 'come', 'come off', 'daring', 'daring and', 'fresh', 'in', 'in trying', 'it', 'it come', 'never', 'occasionally', 'off', 'only', 'original', 'satirical', 'to', 'to be', 'trying', 'trying to']"
84230,4353,it come off a only occasionally satirical and never fresh .,1,it comes off as only occasionally satirical and never fresh .,3,2,1.4375,84230,"['and', 'and never', 'come', 'come off', 'fresh', 'it', 'it come', 'never', 'occasionally', 'off', 'only', 'satirical']"
84229,4353,", it come off a only occasionally satirical and never fresh .",1,", it comes off as only occasionally satirical and never fresh .",3,2,1.4375,84229,"['and', 'and never', 'come', 'come off', 'fresh', 'it', 'it come', 'never', 'occasionally', 'off', 'only', 'satirical']"
84233,4353,a only occasionally satirical and never fresh,1,as only occasionally satirical and never fresh,3,2,1.4375,84233,"['and', 'and never', 'fresh', 'never', 'occasionally', 'only', 'satirical']"
77208,3971,with all of this,3,with all of this,2,1,1.4285714285714286,77208,"['all', 'all of', 'of', 'of this', 'this', 'with', 'with all']"
77212,3971,'s not really funny,1,'s not really funny,3,2,1.4285714285714286,77212,"['funny', 'not', 'not really', 'really', 'really funny']"
63282,3200,with a bright future ahead of him,3,with a bright future ahead of him,2,1,1.4285714285714286,63282,"['ahead', 'ahead of', 'bright', 'future', 'him', 'of', 'of him', 'with']"
77210,3971,It 's not really funny .,1,It 's not really funny .,3,2,1.4285714285714286,77210,"['funny', 'it', 'it not', 'not', 'not really', 'really', 'really funny']"
77211,3971,It 's not really funny,1,It 's not really funny,3,2,1.4285714285714286,77211,"['funny', 'it', 'it not', 'not', 'not really', 'really', 'really funny']"
77207,3971,The problem with all of this,1,The problem with all of this,2,1,1.4285714285714286,77207,"['all', 'all of', 'of', 'of this', 'problem', 'problem with', 'the', 'the problem', 'this', 'with', 'with all']"
154605,8453,but a movie,2,but a movie,2,0,1.4285714285714286,154605,"['but', 'movie']"
154606,8453,will want to see over and over again .,4,will want to see over and over again .,1,3,1.4285714285714286,154606,"['again', 'and', 'and over', 'over', 'over again', 'see', 'to', 'to see', 'want', 'want to', 'will']"
77209,3971,: It 's not really funny .,1,: It 's not really funny .,3,2,1.4285714285714286,77209,"['funny', 'it', 'it not', 'not', 'not really', 'really', 'really funny']"
77206,3971,The problem with all of this : It 's not really funny .,1,The problem with all of this : It 's not really funny .,1,0,1.4285714285714286,77206,"['all', 'all of', 'funny', 'it', 'it not', 'not', 'not really', 'of', 'of this', 'problem', 'problem with', 'really', 'really funny', 'the', 'the problem', 'this', 'with', 'with all']"
154599,8453,"not a classic , but a movie the kid will want to see over and over again .",3,"not a classic , but a movie the kids will want to see over and over again .",1,2,1.4285714285714286,154599,"['again', 'and', 'and over', 'but', 'classic', 'kid', 'movie', 'not', 'over', 'over again', 'see', 'the', 'the kid', 'to', 'to see', 'want', 'want to', 'will']"
63275,3200,'s no denying that Burns is a filmmaker with a bright future ahead of him,4,'s no denying that Burns is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286,63275,"['ahead', 'ahead of', 'bright', 'burns', 'denying', 'filmmaker', 'future', 'him', 'is', 'no', 'of', 'of him', 'that', 'with']"
63281,3200,a filmmaker with a bright future ahead of him,3,a filmmaker with a bright future ahead of him,2,1,1.4285714285714286,63281,"['ahead', 'ahead of', 'bright', 'filmmaker', 'future', 'him', 'of', 'of him', 'with']"
154604,8453,a classic,4,a classic,2,2,1.4285714285714286,154604,['classic']
153250,8369,a lousy one,0,a lousy one,2,2,1.4285714285714286,153250,"['lousy', 'one']"
153251,8369,lousy one,1,lousy one,2,1,1.4285714285714286,153251,"['lousy', 'one']"
136777,7398,"You see the movie and you think , zzzzzzzzz .",0,"You see the movie and you think , zzzzzzzzz .",2,2,1.4285714285714286,136777,"['and', 'and you', 'movie', 'movie and', 'see', 'see the', 'the', 'the movie', 'think', 'you', 'you see', 'you think']"
136778,7398,"You see the movie and you think , zzzzzzzzz",0,"You see the movie and you think , zzzzzzzzz",2,2,1.4285714285714286,136778,"['and', 'and you', 'movie', 'movie and', 'see', 'see the', 'the', 'the movie', 'think', 'you', 'you see', 'you think']"
136779,7398,You see the movie and,2,You see the movie and,2,0,1.4285714285714286,136779,"['and', 'movie', 'movie and', 'see', 'see the', 'the', 'the movie', 'you', 'you see']"
136780,7398,You see the movie,2,You see the movie,2,0,1.4285714285714286,136780,"['movie', 'see', 'see the', 'the', 'the movie', 'you', 'you see']"
136781,7398,"you think , zzzzzzzzz",0,"you think , zzzzzzzzz",2,2,1.4285714285714286,136781,"['think', 'you', 'you think']"
136782,7398,"think , zzzzzzzzz",0,"think , zzzzzzzzz",2,2,1.4285714285714286,136782,['think']
136783,7398,zzzzzzzzz,0,zzzzzzzzz,2,2,1.4285714285714286,136783,[]
63273,3200,There 's no denying that Burns is a filmmaker with a bright future ahead of him .,4,There 's no denying that Burns is a filmmaker with a bright future ahead of him .,2,2,1.4285714285714286,63273,"['ahead', 'ahead of', 'bright', 'burns', 'denying', 'filmmaker', 'future', 'him', 'is', 'no', 'of', 'of him', 'that', 'there', 'there no', 'with']"
63274,3200,'s no denying that Burns is a filmmaker with a bright future ahead of him .,3,'s no denying that Burns is a filmmaker with a bright future ahead of him .,2,1,1.4285714285714286,63274,"['ahead', 'ahead of', 'bright', 'burns', 'denying', 'filmmaker', 'future', 'him', 'is', 'no', 'of', 'of him', 'that', 'with']"
154608,8453,want to see over and over again,4,want to see over and over again,2,2,1.4285714285714286,154608,"['again', 'and', 'and over', 'over', 'over again', 'see', 'to', 'to see', 'want', 'want to']"
63276,3200,no denying that Burns is a filmmaker with a bright future ahead of him,4,no denying that Burns is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286,63276,"['ahead', 'ahead of', 'bright', 'burns', 'denying', 'filmmaker', 'future', 'him', 'is', 'no', 'of', 'of him', 'that', 'with']"
63277,3200,denying that Burns is a filmmaker with a bright future ahead of him,3,denying that Burns is a filmmaker with a bright future ahead of him,2,1,1.4285714285714286,63277,"['ahead', 'ahead of', 'bright', 'burns', 'denying', 'filmmaker', 'future', 'him', 'is', 'of', 'of him', 'that', 'with']"
63278,3200,that Burns is a filmmaker with a bright future ahead of him,3,that Burns is a filmmaker with a bright future ahead of him,2,1,1.4285714285714286,63278,"['ahead', 'ahead of', 'bright', 'burns', 'filmmaker', 'future', 'him', 'is', 'of', 'of him', 'that', 'with']"
63279,3200,Burns is a filmmaker with a bright future ahead of him,4,Burns is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286,63279,"['ahead', 'ahead of', 'bright', 'burns', 'filmmaker', 'future', 'him', 'is', 'of', 'of him', 'with']"
63280,3200,is a filmmaker with a bright future ahead of him,4,is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286,63280,"['ahead', 'ahead of', 'bright', 'filmmaker', 'future', 'him', 'is', 'of', 'of him', 'with']"
154600,8453,"not a classic , but a movie the kid",2,"not a classic , but a movie the kids",2,0,1.4285714285714286,154600,"['but', 'classic', 'kid', 'movie', 'not', 'the', 'the kid']"
154601,8453,"not a classic , but a movie",2,"not a classic , but a movie",2,0,1.4285714285714286,154601,"['but', 'classic', 'movie', 'not']"
154602,8453,"not a classic ,",1,"not a classic ,",2,1,1.4285714285714286,154602,"['classic', 'not']"
154603,8453,not a classic,1,not a classic,2,1,1.4285714285714286,154603,"['classic', 'not']"
154607,8453,will want to see over and over again,4,will want to see over and over again,1,3,1.4285714285714286,154607,"['again', 'and', 'and over', 'over', 'over again', 'see', 'to', 'to see', 'want', 'want to', 'will']"
63286,3200,bright,3,bright,2,1,1.4285714285714286,63286,['bright']
154609,8453,to see over and over again,3,to see over and over again,2,1,1.4285714285714286,154609,"['again', 'and', 'and over', 'over', 'over again', 'see', 'to', 'to see']"
65745,3333,"It 's a loathsome movie ,",0,"It 's a loathsome movie ,",2,2,1.4285714285714286,65745,"['it', 'movie']"
104505,5515,a surprisingly anemic disappointment,0,a surprisingly anemic disappointment,0,0,1.4285714285714286,104505,"['disappointment', 'surprisingly']"
104506,5515,surprisingly anemic disappointment,1,surprisingly anemic disappointment,0,1,1.4285714285714286,104506,"['disappointment', 'surprisingly']"
